open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1684699200000,26902.13000000,26926.29000000,26820.00000000,26845.80000000,714.82489000,1684702799999,19213278.43464700,19707,369.79553000,9938148.13604530,0
1684702800000,26845.79000000,26846.65000000,26666.03000000,26745.15000000,2132.48646000,1684706399999,57016942.69541520,43650,918.95845000,24566551.84310300,0
1684706400000,26745.15000000,26794.81000000,26731.42000000,26754.81000000,515.25099000,1684709999999,13792769.91675120,16219,269.07554000,7202413.04702600,0
1684710000000,26754.82000000,26804.63000000,26726.15000000,26747.78000000,427.47877000,1684713599999,11446471.21234260,16270,232.86225000,6235231.44743640,0
1684713600000,26747.78000000,26779.54000000,26549.29000000,26656.11000000,1814.57122000,1684717199999,48337252.61417660,46881,801.14651000,21339136.25856830,0
1684717200000,26656.10000000,26688.23000000,26560.00000000,26584.17000000,1348.42270000,1684720799999,35907026.88270580,32441,688.42802000,18331497.39592580,0
1684720800000,26584.17000000,26666.04000000,26538.21000000,26649.67000000,1427.40856000,1684724399999,37988444.37332160,30076,727.93809000,19369559.97909630,0
1684724400000,26649.67000000,26675.69000000,26635.77000000,26644.80000000,627.38681000,1684727999999,16722725.64414240,17462,279.59981000,7452393.34517320,0
1684728000000,26644.80000000,26728.79000000,26643.12000000,26691.67000000,767.58316000,1684731599999,20482175.05649700,19350,368.19535000,9824572.66706460,0
1684731600000,26691.66000000,26800.00000000,26691.66000000,26756.09000000,941.74353000,1684735199999,25190048.08091760,23882,464.83481000,12433156.63613260,0
1684735200000,26756.08000000,26913.14000000,26751.46000000,26821.69000000,1452.87038000,1684738799999,39004217.04217840,40960,722.28504000,19389012.31108600,0
1684738800000,26821.68000000,26875.77000000,26795.03000000,26843.13000000,857.76414000,1684742399999,23021925.69039460,24643,371.34484000,9966427.18819030,0
1684742400000,26843.12000000,26900.00000000,26826.62000000,26826.62000000,694.36389000,1684745999999,18654877.22947880,22546,301.75837000,8106974.66431580,0
1684746000000,26826.62000000,26887.62000000,26824.66000000,26862.57000000,601.11258000,1684749599999,16143981.53642850,22037,312.33213000,8388192.58242490,0
1684749600000,26862.56000000,26875.56000000,26795.75000000,26831.77000000,661.21279000,1684753199999,17742034.46251930,23872,285.39541000,7657617.23741020,0
1684753200000,26831.77000000,26834.12000000,26767.34000000,26826.78000000,668.56744000,1684756799999,17916363.57601610,22028,318.75162000,8541583.82741910,0
1684756800000,26826.79000000,26866.00000000,26731.00000000,26731.60000000,971.30340000,1684760399999,26027313.17987290,30664,411.33548000,11023380.30740540,0
1684760400000,26731.61000000,27099.89000000,26702.91000000,27007.00000000,3265.09349000,1684763999999,87986577.96604400,74474,1783.83775000,48070160.20067200,0
1684764000000,27007.01000000,27041.34000000,26769.49000000,26957.28000000,2749.78470000,1684767599999,74002834.51394600,67514,1358.07542000,36542254.38934640,0
1684767600000,26957.27000000,26977.23000000,26811.73000000,26877.18000000,1426.88984000,1684771199999,38357319.78921070,38909,610.69629000,16413278.45248350,0
1684771200000,26877.17000000,26925.10000000,26835.65000000,26873.16000000,1066.53729000,1684774799999,28665467.68913010,29443,446.89886000,12010717.98714610,0
1684774800000,26873.16000000,26896.87000000,26781.99000000,26850.16000000,1296.73483000,1684778399999,34789465.93779470,34142,597.42596000,16027721.14235390,0
1684778400000,26850.16000000,26930.00000000,26836.44000000,26880.19000000,901.94161000,1684781999999,24249318.90793890,24555,460.96300000,12394113.91489230,0
1684782000000,26880.19000000,26889.96000000,26819.10000000,26862.43000000,883.21086000,1684785599999,23714114.56797580,24488,362.52126000,9733366.94485700,0
1684785600000,26862.43000000,26934.93000000,26833.21000000,26895.13000000,525.78120000,1684789199999,14131132.65797370,18637,262.18469000,7047631.24090120,0
1684789200000,26895.14000000,26959.52000000,26880.44000000,26900.52000000,576.12171000,1684792799999,15508021.78248960,19373,273.96232000,7374083.36506040,0
1684792800000,26900.52000000,26913.78000000,26872.02000000,26872.03000000,371.21800000,1684796399999,9981620.49487890,14356,149.32934000,4015212.76326270,0
1684796400000,26872.02000000,26883.17000000,26834.45000000,26849.27000000,561.21415000,1684799999999,15070737.04824240,14378,280.43888000,7530731.65849390,0
1684800000000,26849.28000000,26936.58000000,26798.11000000,26822.33000000,824.15766000,1684803599999,22147635.91520430,23466,353.69477000,9505320.88516980,0
1684803600000,26822.34000000,27110.00000000,26803.36000000,26994.98000000,3103.48337000,1684807199999,83775278.55220050,55087,1781.22657000,48080322.88994210,0
1684807200000,26994.98000000,27173.53000000,26994.97000000,27128.42000000,2379.27506000,1684810799999,64389941.91568240,37393,1302.86439000,35262435.19249420,0
1684810800000,27128.41000000,27442.03000000,27115.20000000,27366.67000000,5427.82964000,1684814399999,148236290.94413540,91938,2998.72789000,81888886.97590250,0
1684814400000,27366.67000000,27435.34000000,27338.35000000,27381.65000000,3187.08987000,1684817999999,87267323.40199400,55550,1525.34438000,41764346.02366980,0
1684818000000,27381.64000000,27495.83000000,27366.69000000,27387.49000000,2396.74337000,1684821599999,65701571.87905600,42901,1233.26455000,33808264.89336320,0
1684821600000,27387.50000000,27426.52000000,27278.18000000,27292.49000000,2210.67511000,1684825199999,60443307.97228660,45947,1028.31467000,28114562.94407040,0
1684825200000,27292.50000000,27324.28000000,27205.01000000,27304.40000000,1584.70412000,1684828799999,43230221.56536540,40772,754.79175000,20591086.74793930,0
1684828800000,27304.40000000,27337.00000000,27250.32000000,27334.52000000,1097.53462000,1684832399999,29955768.50506740,26630,508.15023000,13870288.34432400,0
1684832400000,27334.52000000,27347.07000000,27269.86000000,27273.54000000,1137.51824000,1684835999999,31053910.86832480,25060,512.94842000,14003007.60838420,0
1684836000000,27273.54000000,27334.78000000,27253.27000000,27327.80000000,922.81316000,1684839599999,25183741.17665350,22472,436.13475000,11902112.87535190,0
1684839600000,27327.80000000,27349.00000000,27283.22000000,27337.36000000,876.93211000,1684843199999,23959800.85033620,22367,395.36299000,10801985.30533700,0
1684843200000,27337.36000000,27386.26000000,27240.45000000,27284.78000000,1444.60836000,1684846799999,39471961.40906580,31992,641.16128000,17519395.53935300,0
1684846800000,27284.77000000,27306.72000000,27175.19000000,27236.03000000,1841.35580000,1684850399999,50187710.70210050,42652,826.28603000,22521895.97525440,0
1684850400000,27236.04000000,27358.22000000,27233.17000000,27321.35000000,1436.29183000,1684853999999,39215988.89812650,33051,688.40590000,18795026.31198460,0
1684854000000,27321.34000000,27359.93000000,27291.02000000,27320.05000000,1259.92714000,1684857599999,34419637.27167630,30019,538.22092000,14703557.47638460,0
1684857600000,27320.04000000,27328.48000000,27200.16000000,27229.23000000,1338.80023000,1684861199999,36500761.93868060,31862,521.09914000,14206727.36267950,0
1684861200000,27229.24000000,27270.23000000,27185.52000000,27203.71000000,1066.45387000,1684864799999,29028894.12922950,27351,497.36542000,13537783.38764390,0
1684864800000,27203.71000000,27219.97000000,27119.00000000,27139.01000000,1406.66368000,1684868399999,38213024.07530670,31242,645.87815000,17545598.07623890,0
1684868400000,27139.01000000,27219.48000000,27100.79000000,27181.22000000,1136.08024000,1684871999999,30866966.89646460,27843,498.57487000,13545362.21619250,0
1684872000000,27181.23000000,27242.67000000,27151.38000000,27215.11000000,1131.92459000,1684875599999,30777254.80907660,25273,589.15276000,16017700.45837320,0
1684875600000,27215.10000000,27239.41000000,27187.56000000,27200.38000000,486.93209000,1684879199999,13249199.74466150,15613,217.42887000,5916201.10873050,0
1684879200000,27200.37000000,27221.12000000,27178.09000000,27194.91000000,573.16334000,1684882799999,15589610.36132940,16634,246.89630000,6714948.58134420,0
1684882800000,27194.91000000,27249.38000000,27192.35000000,27219.61000000,429.88108000,1684886399999,11699977.82035070,13284,224.90617000,6120960.08512180,0
1684886400000,27219.61000000,27219.61000000,27124.91000000,27156.70000000,803.33097000,1684889999999,21832170.84677590,24896,342.42713000,9306529.92681070,0
1684890000000,27156.71000000,27188.93000000,27134.99000000,27138.19000000,673.22575000,1684893599999,18284547.77438310,21028,282.78735000,7680523.52170910,0
1684893600000,27138.20000000,27170.71000000,27111.00000000,27161.76000000,612.33363000,1684897199999,16627937.90579330,18325,266.71842000,7242426.95955590,0
1684897200000,27161.75000000,27164.59000000,26649.88000000,26786.00000000,6221.40696000,1684900799999,167038856.09969590,100626,2835.58731000,76107123.47406730,0
1684900800000,26786.01000000,26812.63000000,26704.71000000,26804.12000000,2292.11510000,1684904399999,61336280.62799590,42277,1117.59239000,29908710.03018390,0
1684904400000,26804.11000000,26830.42000000,26718.03000000,26775.45000000,1847.73988000,1684907999999,49498728.53949640,35843,937.99647000,25129146.21940660,0
1684908000000,26775.44000000,26775.45000000,26613.00000000,26712.55000000,1656.34699000,1684911599999,44249689.56480830,39088,764.45077000,20422644.40291350,0
1684911600000,26712.56000000,26757.72000000,26646.00000000,26678.67000000,1519.91544000,1684915199999,40592985.60794070,37847,743.02225000,19843707.65284650,0
1684915200000,26678.67000000,26754.02000000,26670.00000000,26748.58000000,1372.73962000,1684918799999,36681165.26980640,28922,715.81956000,19126575.53601720,0
1684918800000,26748.58000000,26839.02000000,26737.40000000,26750.80000000,1723.75942000,1684922399999,46166531.70298850,35426,957.60901000,25647483.89975560,0
1684922400000,26750.80000000,26762.60000000,26715.06000000,26730.00000000,1033.32953000,1684925999999,27624290.81277140,25290,509.04389000,13607432.83815320,0
1684926000000,26730.01000000,26764.91000000,26680.64000000,26742.24000000,1102.61352000,1684929599999,29459525.12627650,26939,569.50536000,15215758.21078300,0
1684929600000,26742.25000000,26742.25000000,26661.05000000,26695.41000000,1301.37294000,1684933199999,34754820.36548160,28935,619.96731000,16556504.85908980,0
1684933200000,26695.41000000,26709.62000000,26274.69000000,26442.86000000,5577.53705000,1684936799999,147710518.32974480,94229,2543.24276000,67327872.90345240,0
1684936800000,26442.85000000,26442.86000000,26144.36000000,26254.93000000,6194.40860000,1684940399999,162938072.14465530,96110,2948.64083000,77568128.84610870,0
1684940400000,26254.93000000,26377.63000000,26080.50000000,26314.69000000,5950.33781000,1684943999999,156090107.46255700,90023,3097.85462000,81273584.58453650,0
1684944000000,26314.69000000,26326.47000000,26159.97000000,26238.01000000,2384.09871000,1684947599999,62533751.10872820,44401,1239.62592000,32513636.98069950,0
1684947600000,26238.01000000,26358.99000000,26170.18000000,26285.01000000,2314.20204000,1684951199999,60792246.77256020,37882,1241.20223000,32605553.63505690,0
1684951200000,26285.01000000,26324.41000000,26214.00000000,26220.55000000,1901.30293000,1684954799999,49943555.43558690,33224,909.49336000,23889219.52940990,0
1684954800000,26220.55000000,26397.64000000,26201.67000000,26252.33000000,2349.96235000,1684958399999,61795762.10945050,40509,1171.28517000,30802214.85515460,0
1684958400000,26252.34000000,26486.46000000,26242.62000000,26404.18000000,2878.77545000,1684961999999,75937036.87631360,47336,1539.53932000,40605860.93233240,0
1684962000000,26404.18000000,26464.65000000,26310.48000000,26368.66000000,1223.45586000,1684965599999,32298325.57182390,27225,642.68037000,16965044.50549670,0
1684965600000,26368.66000000,26406.00000000,26313.47000000,26348.52000000,746.24121000,1684969199999,19670396.23831000,19907,325.98884000,8592226.50707620,0
1684969200000,26348.52000000,26394.16000000,26318.25000000,26329.01000000,712.51394000,1684972799999,18778933.16041090,16479,376.83127000,9932271.00572770,0
1684972800000,26329.00000000,26394.37000000,26197.12000000,26236.47000000,1510.80228000,1684976399999,39702598.05091190,32410,687.06095000,18059106.99626240,0
1684976400000,26236.46000000,26318.58000000,25871.89000000,26124.08000000,4961.18524000,1684979999999,129273860.69776370,82480,2292.72385000,59752409.59248100,0
1684980000000,26124.08000000,26147.00000000,26052.88000000,26122.71000000,980.06435000,1684983599999,25582559.28168490,22804,487.80257000,12732540.01720990,0
1684983600000,26122.72000000,26227.71000000,26122.71000000,26183.72000000,1286.50113000,1684987199999,33680753.68548410,26728,634.65177000,16614228.09756930,0
1684987200000,26183.73000000,26269.30000000,26153.00000000,26224.39000000,1119.75205000,1684990799999,29352781.14989000,25483,518.21381000,13584644.72107610,0
1684990800000,26224.39000000,26279.45000000,26214.40000000,26260.12000000,876.80372000,1684994399999,23011152.23344110,20045,380.03616000,9974298.09147730,0
1684994400000,26260.11000000,26300.00000000,26220.01000000,26261.27000000,918.14311000,1684997999999,24114841.44775390,24174,418.93695000,11003382.76767890,0
1684998000000,26261.26000000,26267.29000000,26126.76000000,26131.27000000,1260.39696000,1685001599999,33008357.73675870,32711,545.78248000,14291730.98798280,0
1685001600000,26131.27000000,26252.26000000,26128.37000000,26223.87000000,1292.58748000,1685005199999,33869708.67360860,27670,613.84471000,16083818.94951260,0
1685005200000,26223.87000000,26286.76000000,26223.04000000,26284.76000000,924.32631000,1685008799999,24262533.91536580,23636,483.57380000,12694271.32911360,0
1685008800000,26284.76000000,26302.88000000,26213.79000000,26248.18000000,941.55516000,1685012399999,24718860.93873030,22071,428.55287000,11251488.62051630,0
1685012400000,26248.17000000,26335.16000000,26205.84000000,26296.62000000,1191.27834000,1685015999999,31286627.41790380,26000,516.19756000,13558703.12155830,0
1685016000000,26296.61000000,26499.99000000,26296.61000000,26403.52000000,3353.24498000,1685019599999,88547127.77386280,54188,1757.86273000,46415338.55937680,0
1685019600000,26403.52000000,26432.96000000,26269.53000000,26338.37000000,2000.33420000,1685023199999,52718994.32532160,39660,861.02983000,22693537.21278310,0
1685023200000,26338.36000000,26426.85000000,26287.90000000,26364.65000000,1932.76207000,1685026799999,50950506.69954730,36581,967.90575000,25513793.87899810,0
1685026800000,26364.66000000,26391.71000000,26168.60000000,26226.12000000,2252.36031000,1685030399999,59151931.96673300,43739,981.57566000,25781221.64864500,0
1685030400000,26226.12000000,26320.03000000,26207.47000000,26276.73000000,1544.87957000,1685033999999,40563286.18430750,29349,729.08599000,19141836.01300610,0
1685034000000,26276.73000000,26393.75000000,26250.01000000,26350.84000000,1595.73866000,1685037599999,42008365.19715980,31198,806.18327000,21220504.79853890,0
1685037600000,26350.85000000,26413.08000000,26330.47000000,26374.54000000,1501.99422000,1685041199999,39611539.41652280,28961,713.23766000,18808636.47083460,0
1685041200000,26374.53000000,26631.98000000,26370.16000000,26468.68000000,3098.11072000,1685044799999,82115941.53495030,51722,1561.27379000,41374661.91886640,0
1685044800000,26468.67000000,26522.80000000,26458.52000000,26485.21000000,814.61595000,1685048399999,21574637.02886140,20344,419.02404000,11097232.44076570,0
1685048400000,26485.21000000,26485.22000000,26437.53000000,26475.86000000,672.19930000,1685051999999,17785388.73606120,18349,268.75511000,7110480.99463570,0
1685052000000,26475.85000000,26478.44000000,26432.46000000,26454.41000000,565.98514000,1685055599999,14973188.15359480,14546,255.31672000,6754128.04969830,0
1685055600000,26454.41000000,26551.02000000,26454.41000000,26473.79000000,839.82770000,1685059199999,22252247.45554190,18276,444.46079000,11775944.66100460,0
1685059200000,26473.80000000,26505.24000000,26384.36000000,26469.93000000,1100.64504000,1685062799999,29115359.23838970,28890,534.12561000,14128565.83683540,0
1685062800000,26469.94000000,26539.34000000,26350.00000000,26414.90000000,2072.24102000,1685066399999,54816311.63245190,33646,1010.93640000,26745065.95999390,0
1685066400000,26414.90000000,26442.37000000,26385.36000000,26403.34000000,615.13573000,1685069999999,16251755.16452460,14360,295.00942000,7794011.93243660,0
1685070000000,26403.34000000,26467.56000000,26394.54000000,26435.14000000,659.12119000,1685073599999,17420020.74236450,15257,299.21218000,7907199.47678820,0
1685073600000,26435.14000000,26450.85000000,26410.03000000,26426.43000000,572.61717000,1685077199999,15134806.05867300,15091,236.02920000,6238705.84585310,0
1685077200000,26426.44000000,26432.10000000,26336.99000000,26347.43000000,834.85234000,1685080799999,22023845.42998210,21656,291.72182000,7695283.61253940,0
1685080800000,26347.44000000,26442.80000000,26327.24000000,26434.40000000,1030.08019000,1685084399999,27172849.42263890,26495,510.63781000,13470607.54720580,0
1685084400000,26434.40000000,26534.05000000,26414.36000000,26501.33000000,1532.23064000,1685087999999,40552943.44858320,33528,873.69495000,23125159.26970600,0
1685088000000,26501.34000000,26549.00000000,26468.26000000,26473.36000000,1664.40136000,1685091599999,44111184.74891020,24144,714.10167000,18924469.58059890,0
1685091600000,26473.37000000,26473.50000000,26427.93000000,26445.45000000,1165.18735000,1685095199999,30819218.69760330,21482,551.41787000,14584366.76627560,0
1685095200000,26445.46000000,26485.86000000,26423.62000000,26450.13000000,917.13231000,1685098799999,24257183.20069960,19847,448.66803000,11865584.89087190,0
1685098800000,26450.12000000,26500.00000000,26429.16000000,26463.29000000,1288.54293000,1685102399999,34093404.29530650,23920,588.91509000,15583026.48271570,0
1685102400000,26463.29000000,26528.64000000,26355.81000000,26440.04000000,2090.29052000,1685105999999,55256667.32959930,35145,864.01021000,22838595.35402370,0
1685106000000,26440.04000000,26593.35000000,26440.04000000,26539.97000000,2147.29604000,1685109599999,56964157.94391810,38750,1058.18241000,28073264.94652570,0
1685109600000,26539.98000000,26932.16000000,26539.97000000,26760.01000000,5884.01743000,1685113199999,157461590.08778850,85179,3165.79979000,84702480.54992270,0
1685113200000,26760.00000000,26846.29000000,26741.61000000,26750.21000000,2715.69143000,1685116799999,72761055.82047960,40470,1236.58441000,33134851.04925790,0
1685116800000,26750.22000000,26830.00000000,26744.63000000,26792.36000000,1276.23413000,1685120399999,34192756.57998600,26470,548.31355000,14689293.97702580,0
1685120400000,26792.35000000,26837.34000000,26686.04000000,26713.00000000,1672.57471000,1685123999999,44754278.89509990,29775,703.35499000,18819971.76964890,0
1685124000000,26713.00000000,26757.09000000,26610.49000000,26730.69000000,1922.71379000,1685127599999,51298845.32851790,34567,793.97781000,21184633.83726790,0
1685127600000,26730.68000000,26822.88000000,26730.68000000,26767.21000000,1434.76741000,1685131199999,38420997.75117390,25215,739.09927000,19791529.28291590,0
1685131200000,26767.22000000,26807.50000000,26736.11000000,26747.66000000,915.97852000,1685134799999,24519220.06504490,19666,381.31988000,10207491.11683010,0
1685134800000,26747.66000000,26790.00000000,26722.35000000,26725.24000000,668.95967000,1685138399999,17895085.45635910,15706,313.10380000,8376883.07718210,0
1685138400000,26725.23000000,26754.11000000,26686.00000000,26686.00000000,476.78842000,1685141999999,12743025.38572510,14509,176.78278000,4724891.57315510,0
1685142000000,26686.01000000,26726.77000000,26686.00000000,26705.92000000,403.68779000,1685145599999,10781161.87019020,11987,172.37566000,4603173.00909560,0
1685145600000,26705.93000000,26713.40000000,26633.00000000,26651.92000000,757.05421000,1685149199999,20188293.85179640,23352,367.95497000,9810994.85253590,0
1685149200000,26651.93000000,26713.76000000,26645.62000000,26713.76000000,944.48038000,1685152799999,25201957.67069820,14791,392.95835000,10487015.97218000,0
1685152800000,26713.75000000,26742.98000000,26688.08000000,26742.97000000,459.21649000,1685156399999,12267297.31622790,12450,225.11577000,6013656.42281210,0
1685156400000,26742.98000000,26782.73000000,26713.15000000,26752.00000000,510.19944000,1685159999999,13645324.18147990,14911,218.32268000,5839277.77922700,0
1685160000000,26752.00000000,26786.51000000,26725.50000000,26760.96000000,736.60810000,1685163599999,19707949.48581310,16545,351.31564000,9399274.70837910,0
1685163600000,26760.95000000,26763.71000000,26724.76000000,26725.16000000,417.81894000,1685167199999,11174824.23117340,12705,199.11159000,5325622.11336510,0
1685167200000,26725.16000000,26763.99000000,26710.00000000,26749.47000000,575.09910000,1685170799999,15374007.87109650,17549,310.65168000,8305971.52698180,0
1685170800000,26749.46000000,26749.47000000,26710.00000000,26722.80000000,427.07326000,1685174399999,11413391.21634220,13421,182.47412000,4876258.15855740,0
1685174400000,26722.80000000,26722.80000000,26676.17000000,26688.65000000,670.07974000,1685177999999,17888413.71081940,17249,216.40531000,5776312.80952980,0
1685178000000,26688.64000000,26732.66000000,26683.43000000,26699.17000000,447.03861000,1685181599999,11937937.86111320,15701,225.96760000,6034021.31097060,0
1685181600000,26699.16000000,26716.55000000,26667.93000000,26676.89000000,675.33439000,1685185199999,18029638.30189450,15476,297.61093000,7945712.45370090,0
1685185200000,26676.89000000,26714.01000000,26666.37000000,26699.02000000,450.38607000,1685188799999,12019823.50785240,15686,260.10854000,6941789.50204050,0
1685188800000,26699.02000000,26743.80000000,26677.40000000,26711.50000000,608.65364000,1685192399999,16258570.51454320,16007,285.72487000,7633153.62655220,0
1685192400000,26711.50000000,26777.77000000,26551.00000000,26628.29000000,1169.30285000,1685195999999,31204873.76701780,26335,511.92667000,13662884.49493350,0
1685196000000,26628.29000000,26724.19000000,26607.42000000,26666.87000000,876.55253000,1685199599999,23373187.97581650,25638,447.80067000,11940723.69768310,0
1685199600000,26666.87000000,26690.06000000,26636.98000000,26690.05000000,519.80287000,1685203199999,13859870.76130800,17541,282.02542000,7519775.10637050,0
1685203200000,26690.06000000,26694.26000000,26620.35000000,26664.07000000,526.03404000,1685206799999,14025249.61789300,17366,191.19904000,5097354.50865940,0
1685206800000,26664.07000000,26765.03000000,26663.62000000,26756.70000000,878.06118000,1685210399999,23457352.75149520,21833,465.74081000,12442945.14400880,0
1685210400000,26756.71000000,26846.00000000,26702.63000000,26702.64000000,972.08491000,1685213999999,26025760.71993970,25174,489.31222000,13102090.79467810,0
1685214000000,26702.64000000,26765.73000000,26702.63000000,26729.60000000,405.54357000,1685217599999,10844038.58001930,14960,162.78009000,4352386.44743310,0
1685217600000,26729.60000000,26751.52000000,26726.01000000,26751.52000000,338.38058000,1685221199999,9047484.99394340,13322,175.52952000,4693248.21364220,0
1685221200000,26751.52000000,26774.95000000,26733.84000000,26771.27000000,329.47792000,1685224799999,8814848.99188260,13126,150.10223000,4015680.42299520,0
1685224800000,26771.28000000,26835.93000000,26761.88000000,26803.28000000,773.85827000,1685228399999,20732887.91792360,17620,419.98028000,11252287.64127610,0
1685228400000,26803.28000000,26895.00000000,26803.27000000,26854.27000000,627.54561000,1685231999999,16844277.23640140,16936,322.18176000,8648159.06415990,0
1685232000000,26854.28000000,27119.50000000,26764.36000000,27072.42000000,2783.30210000,1685235599999,75083141.36532650,53447,1612.10849000,43495718.27963810,0
1685235600000,27072.41000000,27165.62000000,27070.83000000,27093.94000000,2381.56573000,1685239199999,64568865.00458080,43965,1109.72252000,30086433.05296910,0
1685239200000,27093.94000000,27129.64000000,27072.16000000,27100.01000000,894.21219000,1685242799999,24232255.37509320,16583,499.39647000,13533656.69553490,0
1685242800000,27100.00000000,27247.10000000,27100.00000000,27187.23000000,1945.12459000,1685246399999,52856310.49842160,31923,1097.90282000,29835328.20299160,0
1685246400000,27187.24000000,27285.52000000,27167.97000000,27167.97000000,1840.13486000,1685249999999,50107529.54211940,29293,1052.80545000,28671401.80356670,0
1685250000000,27167.98000000,27190.81000000,27128.41000000,27164.75000000,1459.78402000,1685253599999,39639530.24338610,22368,924.80699000,25112265.64496210,0
1685253600000,27164.75000000,27228.91000000,27164.75000000,27184.90000000,1455.13251000,1685257199999,39579394.24307970,25577,789.76571000,21482266.28502280,0
1685257200000,27184.90000000,27229.15000000,27182.01000000,27226.37000000,863.34309000,1685260799999,23485911.03277410,19256,461.60555000,12557231.17837970,0
1685260800000,27226.38000000,27247.42000000,27178.36000000,27197.63000000,986.50776000,1685264399999,26837558.51983390,23020,486.05703000,13223005.32320980,0
1685264400000,27197.63000000,27198.99000000,27136.01000000,27156.68000000,703.64548000,1685267999999,19116545.02299950,18922,310.39638000,8432422.99325100,0
1685268000000,27156.69000000,27218.94000000,27147.19000000,27212.35000000,628.63901000,1685271599999,17086125.59499160,20407,334.00289000,9078465.90253530,0
1685271600000,27212.34000000,27344.23000000,27153.75000000,27153.76000000,1795.88389000,1685275199999,48924503.08771750,37781,936.26707000,25507750.42742350,0
1685275200000,27153.76000000,27187.37000000,27100.02000000,27142.48000000,1070.92681000,1685278799999,29071440.24778130,25866,546.71717000,14841421.99620800,0
1685278800000,27142.49000000,27226.46000000,27134.75000000,27181.31000000,928.51519000,1685282399999,25234198.72396090,22139,431.56369000,11727412.75762300,0
1685282400000,27181.31000000,27239.99000000,27168.09000000,27190.21000000,975.37554000,1685285999999,26531802.09450150,21632,494.24675000,13443867.50845710,0
1685286000000,27190.21000000,27280.00000000,27171.56000000,27272.17000000,1084.12486000,1685289599999,29526300.80874920,25760,585.71793000,15952359.65742710,0
1685289600000,27272.17000000,27344.00000000,27224.70000000,27252.27000000,1293.84044000,1685293199999,35290723.74675680,30601,728.75904000,19878419.67272060,0
1685293200000,27252.26000000,27424.44000000,27212.91000000,27351.59000000,1824.71681000,1685296799999,49869950.69139740,35260,1034.48169000,28271183.00925770,0
